chapter,keyword,category
Chapter_2,SLP,specific
Chapter_2,SH subtropics,specific
Chapter_2,austral winter,general
Chapter_2,surface wind,general
Chapter_2,wind speed estimates,specific
Chapter_2,Stratospheric polar vortex,specific
Chapter_2,sudden warming events,specific
Chapter_2,sudden strat,specific
Chapter_2,stratospheric winds,specific
Chapter_2,stratospheric atmospheric circulation,specific
Chapter_2,Multiple reanalysis,specific
Chapter_2,lower stratospheric geopotential height,specific
Chapter_2,polar region,specific
Chapter_2,zonal winds,general
Chapter_2,Daily atmospheric circulation patterns,specific
Chapter_2,northern polar stratosphere,specific
Chapter_2,vortex events,specific
Chapter_2,weak events,specific
Chapter_2,Sudden stratospheric warming,specific
Chapter_2,rapid,specific
Chapter_2,stratospheric air temperature increases,specific
Chapter_2,upper stratospheric zonal winds,specific
Chapter_2,major midwinter SSWs,specific
Chapter_2,northern lower stratospheric polar vortex,specific
Chapter_2,Thorne,specific
Chapter_2,Blair T,specific
Chapter_2,in,specific
Chapter_2,Ukraine,general
Chapter_2,Turner,specific
Chapter_2,IPCC reports,general
Chapter_2,Global surface air temperature,general
Chapter_2,threshold crossing times,specific
Chapter_2,impacts assessments,specific
Chapter_2,observed temperature change,general
Chapter_2,interpolations,general
Chapter_2,global temperature datasets,general
Chapter_2,warming trends,specific
Chapter_2,cool bias,specific
Chapter_2,global mean temperature change,general
Chapter_2,observed warming,general
Chapter_2,assessed historical surface temperature changes,specific
Chapter_2,AR5 assessment,general
Chapter_2,Whiskers,specific
Chapter_2,assessed AR5 series,specific
Chapter_2,AR6 assessed series,specific
Chapter_2,trend fitting metrics,specific
Chapter_2,GMST change,general
Chapter_2,land surface air temperatures,specific
Chapter_2,marine air temperatures,general
Chapter_2,headline warming statements,specific
Chapter_2,vertical gradient,general
Chapter_2,turbulent sensible heat flux,specific
Chapter_2,atmospheric surface layer,specific
Chapter_2,vertical humidity gradient,specific
Chapter_2,oceanic regions,general
Chapter_2,sensible heat flux,specific
Chapter_2,radi,specific
Chapter_2,heat flux effect,specific
Chapter_2,parameterizations,general
Chapter_2,Earth system models,general
Chapter_2,storms,specific
Chapter_2,sea state,specific
Chapter_2,cloudiness,general
Chapter_2,GSAT to GMST difference,specific
Chapter_2,energy fluxes,general
Chapter_2,energy flux relationships,specific
Chapter_2,stratification,general
Chapter_2,ESMs,general
Chapter_2,2 m air temperature,specific
Chapter_2,GMST temperature differences,specific
Chapter_2,daytime heating,specific
Chapter_2,ship superstructures,specific
Chapter_2,HadNMAT2,specific
Chapter_2,structural uncertainties,general
Chapter_2,NMAT trends,specific
Chapter_2,HadISST datasets,specific
Chapter_2,homogeneity adjustment,specific
Chapter_2,SST products,specific
Chapter_2,tropical Pacific moored buoy arrays,specific
Chapter_2,ocean observations,general
Chapter_2,SST observational products,specific
Chapter_2,marine observations,specific
Chapter_2,SAT,general
Chapter_2,SSP,general
Chapter_2,RCP,general
Chapter_2,Marine boundary layer behaviour,specific
Chapter_2,common model bias,specific
Chapter_2,temperature profiles,general
Chapter_2,atmospheric reanalyses,general
Chapter_2,HadISST,general
Chapter_2,air temperature,general
Chapter_2,assimilated observations,specific
Chapter_2,dynamic coupling,specific
Chapter_2,sea ice regions,specific
Chapter_2,SAT anomalies,specific
Chapter_2,climatological value,specific
Chapter_2,SST estimate,specific
Chapter_2,freezing point,specific
Chapter_2,sea ice losses,specific
Chapter_2,high warming scenarios,specific
Chapter_2,global warming estimates,specific
Chapter_2,energy budget constraints,specific
Chapter_2,global surface temperature assessment,specific
Chapter_2,climate change assessment,specific
Chapter_2,HadCRUT4,general
Chapter_2,GSAT changes,general
Chapter_2,exact reference period,specific
Chapter_2,difference,specific
Chapter_2,arming,specific
Chapter_2,warming rate,general
Chapter_2,estimated rate,specific
Chapter_2,GMST changes,general
Chapter_2,GSAT projections,general
Chapter_2,improved observational records,specific
Chapter_2,temperature classification,specific
Chapter_2,WGIII report,specific
Chapter_2,total carbon budgets,specific
Chapter_2,AR6 estimate,specific
Chapter_2,transient climate response,general
Chapter_2,cumulative emissions,general
Chapter_2,AR5 SYR,specific
Chapter_2,WGIII scenario projections,specific
Chapter_2,carbon budget,general
Chapter_2,adaptation,general
Chapter_2,projected climate impacts,specific
Chapter_2,adaptation action,specific
Chapter_2,AR5 estimates,specific
Chapter_2,projected,general
Chapter_2,projected impacts,specific
Chapter_2,regional climate changes,general
Chapter_2,SSP forcing scenarios,specific
Chapter_2,global temperature anomaly,specific
Chapter_2,Cryosphere,general
Chapter_2,cryosphere,general
Chapter_2,perennial sea ice,specific
Chapter_2,spatial extent,specific
Chapter_2,winter sea ice thickness,specific
Chapter_2,Lower sea ice volume,specific
Chapter_2,Arctic paleo sea ice conditions,specific
Chapter_2,reduced sea ice cover,specific
Chapter_2,winter conditions,specific
Chapter_2,sparse proxy reconstructions,specific
Chapter_2,perennial sea ice cover,specific
Chapter_2,multiyear sea ice,specific
Chapter_2,paleo arctic sea ice,specific
Chapter_2,data assimilation,general
Chapter_2,passive microwave satellite era,specific
Chapter_2,vertical bar,specific
Chapter_2,SIA values,specific
Chapter_2,sea ice concentration fields,specific
Chapter_2,Decadal SIA means,specific
Chapter_2,Initial SIA data,specific
Chapter_2,IA,specific
Chapter_2,surface melt onset,specific
Chapter_2,open water period,specific
Chapter_2,ice cover,specific
Chapter_2,in situ ice thickness measurements,specific
Chapter_2,satellite surveys,specific
Chapter_2,modal ice thickness,specific
Chapter_2,thickness trend,specific
Chapter_2,spaceborne,specific
Chapter_2,snow loading,specific
Chapter_2,radar altimeters,specific
Chapter_2,radar signal,specific
Chapter_2,snowpack,specific
Chapter_2,Greenland Sea,specific
Chapter_2,geographical area,specific
Chapter_2,survival rates,specific
Chapter_2,Siberian shelves,specific
Chapter_2,dynamic forcing,specific
Chapter_2,dynamic ice cover,specific
Chapter_2,Arctic sea ice thickness changes,specific
Chapter_2,error,general
Chapter_2,regression analysis,specific
Chapter_2,submarine ice thickness,specific
Chapter_2,expected uncertainties,specific
Chapter_2,satellite ice thickness estimates,specific
Chapter_2,Data release area,specific
Chapter_2,submarine data ice thickness data,specific
Chapter_2,Satellite ice thickness estimates,specific
Chapter_2,Thickness estimates,specific
Chapter_2,North Pole,general
Chapter_2,Pacific sector,general
Chapter_2,spring snowpack,specific
Chapter_2,western Arctic,specific
Chapter_2,Atlantic sector,specific
Chapter_2,Arctic SIA,general
Chapter_2,Snow thickness,specific
Chapter_2,mean annual sea ice cover,specific
Chapter_2,Antarctic sea ice data,specific
Chapter_2,Antarctic sea ice cover,general
Chapter_2,regional paleo proxies,specific
Chapter_2,open water conditions,specific
Chapter_2,less sea ice,specific
Chapter_2,austral winter sea ice coverage,specific
Chapter_2,polar ocean front,specific
Chapter_2,sea ice coverage,general
Chapter_2,western Amundsen Sea,specific
Chapter_2,summer sea ice coverage,specific
Chapter_2,sea,general
Chapter_2,Antarctic region,general
Chapter_2,Adelie Land,specific
Chapter_2,old ship logbooks,specific
Chapter_2,summer SIE,specific
Chapter_2,Ross Sea increase,specific
Chapter_2,Antarctic land ice cores,specific
Chapter_2,dipole pattern,specific
Chapter_2,Nimbus satellite,specific
Chapter_2,imagery,specific
Chapter_2,quantified biases,specific
Chapter_2,overall,specific
Chapter_2,Antarctic SIA,general
Chapter_2,standard error,general
Chapter_2,overall ice coverage,specific
Chapter_2,austral autumn advance,specific
Chapter_2,SIA products,specific
Chapter_2,2020 September level,specific
Chapter_2,snow cover extent,general
Chapter_2,Arctic June SCE,specific
Chapter_2,mountain regions,specific
Chapter_2,April SCE,specific
Chapter_2,SCE trends,specific
Chapter_2,observational product,general
Chapter_2,NOAA Climate Data Record,specific
Chapter_2,satellite borne optical sensors,specific
Chapter_2,boreal spring,general
Chapter_2,April snow cover extent,specific
Chapter_2,higher latitudes,general
Chapter_2,maximum snow depth,specific
Chapter_2,NH spring snow water equivalent,specific
Chapter_2,Glacier Mass,specific
Chapter_2,glacier recession,general
Chapter_2,global glacier mass change,specific
Chapter_2,glacier margins,specific
Chapter_2,areal extents,specific
Chapter_2,adjustment time,specific
Chapter_2,response time,specific
Chapter_2,Arctic glaciers,specific
Chapter_2,regional studies,general
Chapter_2,Mountain glacier advance,specific
Chapter_2,annual mass change,specific
Chapter_2,decadal global glacier mass change,specific
Chapter_2,mass change mean estimates,specific
Chapter_2,glacier mass compilations,specific
Chapter_2,remote sensing data,specific
Chapter_2,global glacier mass loss rate,specific
Chapter_2,observational record,general
Chapter_2,global glacier mass change modelling,specific
Chapter_2,estimated mass loss,specific
Chapter_2,glacier mass loss,general
Chapter_2,Glacier mass loss rates,specific
Chapter_2,summer melting rate,specific
Chapter_2,GrIS fluctuations,specific
Chapter_2,warm interglacials,specific
Chapter_2,GrIS extent,specific
Chapter_2,sea level equivalent,specific
Chapter_2,peak ice volume,specific
Chapter_2,geological records,general
Chapter_2,geomorphic features,specific
Chapter_2,minimum MH extent,specific
Chapter_2,mass change,specific
Chapter_2,geodetic approaches,specific
Chapter_2,average mass,specific
Chapter_2,surface processes,specific
Chapter_2,total ice loss,specific
Chapter_2,GrIS mass loss,specific
Chapter_2,peak volume,specific
Chapter_2,ice mass loss,specific
Chapter_2,Antarctic peripheral glaciers,specific
Chapter_2,Antarctic Peninsula,specific
Chapter_2,Process understanding,specific
Chapter_2,paleo evidence,general
Chapter_2,sediment studies,specific
Chapter_2,Marine sediments,specific
Chapter_2,grounded ice,specific
Chapter_2,Wilkes Basin,specific
Chapter_2,Holocene glacial fluctuations,specific
Chapter_2,ice sheet margin,specific
Chapter_2,glacial isostatic adjustment modelling,specific
Chapter_2,Geophysical imaging,specific
Chapter_2,read,specific
Chapter_2,surface mass balance,general
Chapter_2,SMB growth rate,specific
Chapter_2,quantified uncertainties,specific
Chapter_2,AIS changes,specific
Chapter_2,Wilkes Land,specific
Chapter_2,East Antarctic,specific
Chapter_2,mass changes,general
Chapter_2,gigatons,specific
Chapter_2,estimated uncertainties,general
Chapter_2,cumulative changes,specific
Chapter_2,monitoring sites,general
Chapter_2,Negligible change,specific
Chapter_2,active layer thickness,general
Chapter_2,high latitude sites,specific
Chapter_2,high mountain regions,specific
Chapter_2,speleothem records,specific
Chapter_2,Siberian caves,specific
Chapter_2,aggradation,specific
Chapter_2,extensive permafrost thaw,specific
Chapter_2,current permafrost zone,specific
Chapter_2,permafrost distribution,specific
Chapter_2,exposed areas,specific
Chapter_2,non,general
Chapter_2,glaciated areas,specific
Chapter_2,North American Arctic,general
Chapter_2,thaw,general
Chapter_2,neoglaciation periods,specific
Chapter_2,discontinuous permafrost zone,specific
Chapter_2,boreholes,specific
Chapter_2,northern polar regions,specific
Chapter_2,seasonal variation,general
Chapter_2,Arctic permafrost,general
Chapter_2,International Polar Year,specific
Chapter_2,Arctic regions,specific
Chapter_2,high elevation regions,specific
Chapter_2,ALT interannual variability,specific
Chapter_2,Russian Arctic,specific
Chapter_2,landscape change,specific
Chapter_2,thermokarst,general
Chapter_2,slope instability,specific
Chapter_2,ground ice melting,specific
Chapter_2,mountain areas,specific
Chapter_2,destabilization,specific
Chapter_2,rock glacier complexes,specific
Chapter_2,observational programs,specific
Chapter_2,3ka,specific
Chapter_2,Earth system heating,specific
Chapter_2,marine heat waves,specific
Chapter_2,storm surges,specific
Chapter_2,GMST estimation,specific
Chapter_2,Ocean Temperature,general
Chapter_2,Heat Content,specific
Chapter_2,Thermal Expansion,specific
Chapter_2,global ocean warming,general
Chapter_2,linear warming trends,specific
Chapter_2,paleo proxies,specific
Chapter_2,Antarctic Cold Reversal,specific
Chapter_2,global mean ocean temperature,specific
Chapter_2,mean ocean temperature,specific
Chapter_2,western equatorial Pacific,general
Chapter_2,subsurface ocean temperature proxy records,specific
Chapter_2,PA,general
Chapter_2,k Consortium,general
Chapter_2,passive tracer,specific
Chapter_2,circulation dynamics,specific
Chapter_2,deep Pacific,specific
Chapter_2,Direct estimates,specific
Chapter_2,intrinsic ocean variability,specific
Chapter_2,direct OHC estimates,specific
Chapter_2,upper 2000 m layer,specific
Chapter_2,ARGO array,specific
Chapter_2,Indirect estimates,specific
Chapter_2,ThSL series,specific
Chapter_2,gravimetry,specific
Chapter_2,ocean state estimation,specific
Chapter_2,CMIP5 model,general
Chapter_2,global OHC,specific
Chapter_2,OHC rates,specific
Chapter_2,OHC change,specific
Chapter_2,Ocean reanalyses,general
Chapter_2,upper ocean warming,specific
Chapter_2,deep ocean,general
Chapter_2,depth integrations,specific
Chapter_2,depth layers,specific
Chapter_2,central estimate,general
Chapter_2,average linear regression coefficients,specific
Chapter_2,DepthPeriodOHC Rate,specific
Chapter_2,Relative Full Ocean Depth Contribution,specific
Chapter_2,surface temperature changes,general
Chapter_2,Confidence,general
Chapter_2,energy budgets,general
Chapter_2,Ocean Salinity,general
Chapter_2,high salinity,specific
Chapter_2,mean surface contrast,specific
Chapter_2,microfossil plankton shells,specific
Chapter_2,skeletons,specific
Chapter_2,increased subtropical salinity,specific
Chapter_2,North Atlantic ocean,specific
Chapter_2,deep ocean circulation,specific
Chapter_2,paleo salinity changes,specific
Chapter_2,statistical algorithms,specific
Chapter_2,increased salinity maxima,specific
Chapter_2,subtropical Atlantic,general
Chapter_2,subtropical salinification,specific
Chapter_2,Atlantic ocean,specific
Chapter_2,spatially,general
Chapter_2,inhomogeneous sampling,specific
Chapter_2,interpolation algorithms,specific
Chapter_2,natural variabiltity,specific
Chapter_2,ocean circulation processes,specific
Chapter_2,in situ gaps,specific
Chapter_2,mean salinity contrast,specific
Chapter_2,total least absolute differences fitting method,specific
Chapter_2,zonal mean subsurface salinity changes,specific
Chapter_2,climatological mean salinity,general
Chapter_2,enhanced salinities,specific
Chapter_2,subsurface salinity changes,general
Chapter_2,observational estimates,general
Chapter_2,subpolar regions,specific
Chapter_2,low salinity regions,specific
Chapter_2,ventilation,general
Chapter_2,Southern oceans,general
Chapter_2,land ice reservoirs,specific
Chapter_2,transient land ice growth,specific
Chapter_2,terrestrial water storage,general
Chapter_2,peak E,specific
Chapter_2,ocean basin size,specific
Chapter_2,plate tectonics,general
Chapter_2,global mean geocentric sea level,specific
Chapter_2,GMSL assessment,specific
Chapter_2,coastal features,specific
Chapter_2,marine oxygen isotopes,specific
Chapter_2,foraminifera shells,specific
Chapter_2,GMSL reconstruction,specific
Chapter_2,ice core oxygen isotope analysis,specific
Chapter_2,target paleo periods,specific
Chapter_2,MIS11,specific
Chapter_2,box whiskers,specific
Chapter_2,broader,specific
Chapter_2,axis range,specific
Chapter_2,proxy sources,specific
Chapter_2,glacial isostatic adjustment models,specific
Chapter_2,Bermuda,specific
Chapter_2,peak GMSL estimate,specific
Chapter_2,AR5 estimate,specific
Chapter_2,Vertical land motions,specific
Chapter_2,isostasy,specific
Chapter_2,peak GMSL,specific
Chapter_2,LIG reef growth,specific
Chapter_2,sudden accelerations,specific
Chapter_2,South Australia,specific
Chapter_2,LIG sea level,specific
Chapter_2,local relative sea level,specific
Chapter_2,GMSL reconstructions,specific
Chapter_2,GMSL rate of change,specific
Chapter_2,geological proxies,specific
Chapter_2,Meltwater Pulse 1A,specific
Chapter_2,GIA modelling,specific
Chapter_2,GMSL estimates,specific
Chapter_2,Earth rheology,specific
Chapter_2,6 ka,specific
Chapter_2,multiple locations,specific
Chapter_2,6 kyr,specific
Chapter_2,GIA effect,specific
Chapter_2,marine geochemical proxies,specific
Chapter_2,global databases,specific
Chapter_2,decimetre scale vertical resolution,specific
Chapter_2,average maximum rates,specific
Chapter_2,1900,specific
Chapter_2,GMSL rise,general
Chapter_2,probabilistic framework,specific
Chapter_2,Kalman Smoother,specific
Chapter_2,Reduced Space Optimal Interpolation,specific
Chapter_2,Altimeter time series,specific
Chapter_2,21,specific
Chapter_2,assessment,specific
Chapter_2,average rate,specific
Chapter_2,robust acceleration,specific
Chapter_2,unweighted quadratic fit,specific
Chapter_2,Circulation,general
Chapter_2,sustained observations,specific
Chapter_2,instrumental era,general
Chapter_2,Southern Ocean upper cell overturning circulation,specific
Chapter_2,Antarctic Bottom Water,general
Chapter_2,lower cell overturning circulation,specific
Chapter_2,abrupt,specific
Chapter_2,Heinrich events,specific
Chapter_2,hemispheric changes,specific
Chapter_2,Laurentide ice sheet,specific
Chapter_2,episodic variations,specific
Chapter_2,interglacial intervals,general
Chapter_2,water masses,specific
Chapter_2,indirect AMOC proxies,specific
Chapter_2,Indirect reconstructions,specific
Chapter_2,AMOC components,specific
Chapter_2,coastal sea level records,specific
Chapter_2,OC,general
Chapter_2,ocean variability,general
Chapter_2,atmospheric pressure,specific
Chapter_2,local winds,specific
Chapter_2,large decadal variability,specific
Chapter_2,obscures estimation,specific
Chapter_2,AMOC decline,specific
Chapter_2,OVIDE section,specific
Chapter_2,°N,general
Chapter_2,AMOC strength,general
Chapter_2,moored observations,specific
Chapter_2,Repeated full depth in situ measurements,specific
Chapter_2,upper overturning cell,general
Chapter_2,Antarctic bottom,specific
Chapter_2,Western boundary currents,specific
Chapter_2,western boundary currents,general
Chapter_2,poleward expansion,general
Chapter_2,North Pacific subpolar gyre,specific
Chapter_2,South Pacific subtropical gyre,specific
Chapter_2,North Pacific subtropical gyre,specific
Chapter_2,Kuroshio current system,specific
Chapter_2,glaciation cycles,specific
Chapter_2,Agulhas current,specific
Chapter_2,sediment core analyses,specific
Chapter_2,Agulhas leakage,specific
Chapter_2,climatic transitions,specific
Chapter_2,Longer time series,general
Chapter_2,transport variability,specific
Chapter_2,glacial climate cycles,specific
Chapter_2,higher current speeds,specific
Chapter_2,interglacial times,specific
Chapter_2,reduced current speeds,specific
Chapter_2,Inferred variability,specific
Chapter_2,Atlantic waters,specific
Chapter_2,latitudinal shift,specific
Chapter_2,Agulhas,specific
Chapter_2,Multidecadal variability,specific
Chapter_2,Bering Strait,general
Chapter_2,Arctic outflow,specific
Chapter_2,mass transport,specific
Chapter_2,Sprintall,specific
Chapter_2,ITF geostrophic transport,specific
Chapter_2,Southern Ocean circulation changes,specific
Chapter_2,ACC transport change,specific
Chapter_2,mean meridional position,general
Chapter_2,WBC,specific
Chapter_2,Arctic Ocean volume exchanges,specific
Chapter_2,ocean surface,general
Chapter_2,ocean surface pH decline,specific
Chapter_2,surface pH decline,general
Chapter_2,surface open ocean,specific
Chapter_2,surface ocean pH decrease,specific
Chapter_2,Kirtland Turner,specific
Chapter_2,Global mean surface pH values,specific
Chapter_2,pH units,specific
Chapter_2,subsurface ocean,general
Chapter_2,foraminifera,specific
Chapter_2,Double headed arrow,specific
Chapter_2,shaded band,specific
Chapter_2,Period windows,specific
Chapter_2,horizontal black lines,specific
Chapter_2,global mean pH,specific
Chapter_2,indirect pH products,specific
Chapter_2,subtropical open ocean areas,specific
Chapter_2,subpolar open ocean regions,specific
Chapter_2,surface ocean CO2 measurement network,specific
Chapter_2,global surface ocean pH trends,specific
Chapter_2,direct ship measurements,specific
Chapter_2,repeated hydrography programs,specific
Chapter_2,aragonite saturation horizons,specific
Chapter_2,biogeochemical Argo floats,specific
Chapter_2,Global subsurface pH,specific
Chapter_2,marginal seas,specific
Chapter_2,open ocean surface pH,specific
Chapter_2,oxygen minimum zones,general
Chapter_2,surface ocean,general
Chapter_2,thermocline,general
Chapter_2,oxygen decline,general
Chapter_2,Multidecadal rates,specific
Chapter_2,deoxygenation,general
Chapter_2,reduced oceanic oxygen levels,specific
Chapter_2,late Permian,specific
Chapter_2,Jurassic,specific
Chapter_2,Cretaceous,specific
Chapter_2,global scale disturbances,specific
Chapter_2,ocean oxygenation conditions,specific
Chapter_2,Sedimentary proxy data,specific
Chapter_2,global overturning circulation,specific
Chapter_2,maximum expansion,specific
Chapter_2,ocean oxygen levels,specific
Chapter_2,ocean oxygen content,general
Chapter_2,baseline climatology,specific
Chapter_2,oxygen decline estimates,specific
Chapter_2,California Current system,specific
Chapter_2,oxygen loss,general
Chapter_2,global averages,specific
Chapter_2,OMZs regions,specific
Chapter_2,vertical expansion,specific
Chapter_2,low oxygen zones,specific
Chapter_2,suboxic waters,specific
Chapter_2,warm climate intervals,specific
Chapter_2,oxygen depleted waters,specific
Chapter_2,open ocean,general
Chapter_2,OMZs,general
Chapter_2,biological indicators,specific
Chapter_2,biospheric impacts,specific
Chapter_2,Seasonal Cycle,general
Chapter_2,NH terrestrial ecosystems,specific
Chapter_2,global atmospheric CO2 concentrations,specific
Chapter_2,In situ observations,general
Chapter_2,Barrow surface observatory,specific
Chapter_2,Aircraft data,specific
Chapter_2,amplitude increase,specific
Chapter_2,500 mb,specific
Chapter_2,surface observatories,specific
Chapter_2,seasonal cycle amplitude,specific
Chapter_2,weak signal,general
Chapter_2,Sinhagad observatory,specific
Chapter_2,boreal regions,general
Chapter_2,carbon cycle dynamics,general
Chapter_2,carbon uptake,general
Chapter_2,CO2 cycles,specific
Chapter_2,AAAS,specific
Chapter_2,phenological shifts,specific
Chapter_2,primary productivity,general
Chapter_2,phase shift,general
Chapter_2,global average seasonal cycle,specific
Chapter_2,high seasonal oscillation,specific
Chapter_2,atmospheric CO2 signal,specific
Chapter_2,Marine Biosphere,specific
Chapter_2,marine biota,general
Chapter_2,surface layers,specific
Chapter_2,oligotrophic subtropical gyres,specific
Chapter_2,Pacific Oceans,general
Chapter_2,phytoplankton stocks,specific
Chapter_2,demersal species,specific
Chapter_2,ocean carbon cycle,general
Chapter_2,metabolic rate,specific
Chapter_2,photosynthetic pigment,specific
Chapter_2,phytoplankton biomass,specific
Chapter_2,primary producers,specific
Chapter_2,global trends,general
Chapter_2,temperate waters,specific
Chapter_2,phytoplankton community structure,specific
Chapter_2,community structure,specific
Chapter_2,anchovy,specific
Chapter_2,Humboldt current ecosystem,specific
Chapter_2,Phytoplankton dynamics,general
Chapter_2,linear trends,general
Chapter_2,area weighting,specific
Chapter_2,longer time series,general
Chapter_2,low nutrient part,specific
Chapter_2,North Atlantic oligotrophic gyre,specific
Chapter_2,oligotrophic area,specific
Chapter_2,South Atlantic Gyre,specific
Chapter_2,South Pacific oligotrophic Gyres,specific
Chapter_2,South Atlantic oligotrophic Gyres,specific
Chapter_2,areal extent,specific
Chapter_2,marine communities,specific
Chapter_2,geographical distributions,specific
Chapter_2,coastal,general
Chapter_2,community composition,specific
Chapter_2,marine biome,specific
Chapter_2,mid latitudes,specific
Chapter_2,oligotrophic gyre provinces,specific
Chapter_2,Marine primary production,specific
Chapter_2,in situ,specific
Chapter_2,independent validation time series,specific
Chapter_2,marine,specific
Chapter_2,interannual regional variability,specific
Chapter_2,nutrient supply,specific
Chapter_2,Marine phenology,specific
Chapter_2,annual life cycle,specific
Chapter_2,seasonal biological events,specific
Chapter_2,abundance,specific
Chapter_2,competition,specific
Chapter_2,seabirds,specific
Chapter_2,Planktonic organisms,specific
Chapter_2,environmental changes,specific
Chapter_2,life cycle,general
Chapter_2,single organism,specific
Chapter_2,benthic invertebrates,specific
Chapter_2,shellfish,general
Chapter_2,mortality,general
Chapter_2,phytoplankton phenological indicators,specific
Chapter_2,multivariate ENSO Index,specific
Chapter_2,system integrity,specific
Chapter_2,higher pelagic organisms,specific
Chapter_2,synchronicity,specific
Chapter_2,phen,specific
Chapter_2,fisheries data,specific
Chapter_2,larger marine organisms,specific
Chapter_2,phytoplankton growth,specific
Chapter_2,Ivory coast,specific
Chapter_2,Cerorhinca monocerata,specific
Chapter_2,fish,specific
Chapter_2,invertebrates,specific
Chapter_2,birds,specific
Chapter_2,Growing season,specific
Chapter_2,thermal growing season,specific
Chapter_2,extratropical land surface,specific
Chapter_2,Growing season length,specific
Chapter_2,phenological indicators,specific
Chapter_2,instrumental data,general
Chapter_2,phenological changes,specific
Chapter_2,peak bloom dates,specific
Chapter_2,cherry blossoms,specific
Chapter_2,grape harvest dates,specific
Chapter_2,Phenological indicators,specific
Chapter_2,Cherry blossom peak bloom,specific
Chapter_2,spring phenology index,specific
Chapter_2,eastern China,specific
Chapter_2,Piedmont species,specific
Chapter_2,minimum roughness boundary constraint,specific
Chapter_2,photosynthetically active growing season,specific
Chapter_2,Normalized Difference Vegetation Index,general
Chapter_2,season length,specific
Chapter_2,in situ analyses,specific
Chapter_2,temporal coverage,general
Chapter_2,in situ studies,specific
Chapter_2,satellite analyses,specific
Chapter_2,satellite drift,specific
Chapter_2,sensor differences,specific
Chapter_2,calibration uncertainties,specific
Chapter_2,atmospheric effects,specific
Chapter_2,phenological data,specific
Chapter_2,Terrestrial ecosystems,specific
Chapter_2,range size,specific
Chapter_2,altered abundances,specific
Chapter_2,high mountain ecosystems,specific
Chapter_2,Paleoclimate reconstructions,general
Chapter_2,boreal forest,general
Chapter_2,Arctic coast,specific
Chapter_2,reduced tundra extent,specific
Chapter_2,sav,specific
Chapter_2,s,general
Chapter_2,tundra,general
Chapter_2,steppe,specific
Chapter_2,forests,general
Chapter_2,northern treeline,specific
Chapter_2,pervasive ecosystem transformations,specific
Chapter_2,spatial synchrony,specific
Chapter_2,annual tree growth,specific
Chapter_2,continents,general
Chapter_2,vegetation change,specific
Chapter_2,human land use,specific
Chapter_2,ecosystem novelty,specific
Chapter_2,extensive,specific
Chapter_2,central Africa,specific
Chapter_2,plant species,specific
Chapter_2,undisturbed montane areas,specific
Chapter_2,local assemblages,specific
Chapter_2,contemporary communities,specific
Chapter_2,historical baselines,specific
Chapter_2,spatial homogenization,specific
Chapter_2,legacies,specific
Chapter_2,historic land use,specific
Chapter_2,abiotic factors,specific
Chapter_2,poleward advance,specific
Chapter_2,treeline dynamics,specific
Chapter_2,species range shifts,specific
Chapter_2,Poleward shifts,specific
Chapter_2,continental climates,specific
Chapter_2,polar climates,specific
Chapter_2,Zonal changes,specific
Chapter_2,winter plant hardiness regions,specific
Chapter_2,eastern USA,specific
Chapter_2,elevational changes,specific
Chapter_2,western USA,general
Chapter_2,winter plant hardiness zones,specific
Chapter_2,northward migration,specific
Chapter_2,arid climate zones,specific
Chapter_2,Asian monsoon region,specific
Chapter_2,climate zones,general
Chapter_2,global vegetation greenness,specific
Chapter_2,satellite proxies,general
Chapter_2,photosynthetic activity,general
Chapter_2,Vegetation index data,specific
Chapter_2,AVHRR,general
Chapter_2,vegetated surface,specific
Chapter_2,circumpolar Arctic,specific
Chapter_2,Globally integrated Leaf Area Index,specific
Chapter_2,LAI,specific
Chapter_2,global vegetated area,specific
Chapter_2,vegetation types,specific
Chapter_2,global tree cover,specific
Chapter_2,shrub extent,specific
Chapter_2,Arctic tundra,specific
Chapter_2,CO2 fertilization,general
Chapter_2,regional level,general
Chapter_2,agricultural intensification,specific
Chapter_2,northern,general
Chapter_2,central,general
Chapter_2,Amazonia,general
Chapter_2,Congo basin,specific
Chapter_2,absorbed photosynthetically active radiation,general
Chapter_2,Unvegetated areas,specific
Chapter_2,barren deserts,specific
Chapter_2,estimated changes,specific
Chapter_2,Remotely sensed vegetation products,specific
Chapter_2,anisotropy,specific
Chapter_2,orbital changes,general
Chapter_2,validation,specific
Chapter_2,ibration,specific
Chapter_2,gross primary production,general
Chapter_2,flux tower measurements,general
Chapter_2,MOD,specific
Chapter_2,Land use changes,specific
Chapter_2,statistical techniques,general
Chapter_2,key indicator,specific
Chapter_2,Holocene interglacial,specific
Chapter_2,globally distributed climate indicators,specific
Chapter_2,observational systems,specific
Chapter_2,global monitoring capabilities,specific
Chapter_2,biogeochemical indicators,specific
Chapter_2,integ,specific
Chapter_2,tree line,specific
Chapter_2,Key climate indicators,specific
Chapter_2,reference period,general
Chapter_2,Glacier extent,specific
Chapter_2,Lunt,specific
Chapter_2,America,general
Chapter_2,single,specific
Chapter_2,paleoclimate reference period,specific
Chapter_2,warm climate state,specific
Chapter_2,geologic past,specific
Chapter_2,climate model simulations,general
Chapter_2,continental configurations,specific
Chapter_2,insolation forcing,specific
Chapter_2,global mean insolation,specific
Chapter_2,climatic state,specific
Chapter_2,confounding variables,specific
